Job_name,Job_description,Posting_date,Experience,Location,Company_name,Job_application_link,Type
Head of Artificial Intelligence,"$500k - 1m TC + firm-level discretionary bonus tied to projects performance. Head of AI – Global Fund – Relocation to Singapore (sponsorship provided) – Greenfield Buildout Salary: $500k – 1m TC + bonus tied to projects success A leading global investment fund is embarking on one of its most ambitious strategic initiatives yet – the creation of an AI-powered “alter ego” of its investment team. This next-generation system will combine deep data intelligence, machine learning, and quantitative research to learn from decades of investment expertise and generate data-driven, explainable investment recommendations. Location: Singapore Title: Head of AI – this role sits on the senior leadership committee and engages with all c-suite Salary: $500k – 1m TC + firm-level discretionary bonus tied to projects performance This is not a role for someone looking to optimise existing models – it’s for a builder and a thinker who wants to design and lead a greenfield AI programme from the ground up, sitting at the intersection of technology and investing. What you’ll do Lead the end-to-end architecture and technical strategy for an AI-driven investment intelligence platform. Partner with portfolio managers and investment professionals to translate their philosophy and decision frameworks into codified, testable models. Build and oversee robust data pipelines, NLP systems, and model training frameworks for hypothesis testing and portfolio optimisation. Hire and mentor a small, high-calibre team of AI researchers and engineers, fostering a culture of experimentation and precision. Make key “buy vs. build” calls across data, infrastructure, and AI tooling to balance innovation with scalability. What we’re looking for 10+ years of experience in data-intensive technology roles, including 5+ years in senior leadership or architecture. Strong background in Python and the broader ML ecosystem (PyTorch, TensorFlow, Scikit-learn, NLP transformer architectures). Experience building large-scale data or AI systems in cloud environments (AWS, GCP, or Azure). A deep understanding of financial markets, ideally through direct work in quant research, hedge funds, or asset management. A mindset that blends engineering rigour with investment intuition – someone who’s excited to translate human investment logic into machine intelligence. Why this role is unique Build a system from scratch – no legacy tech or technical debt. Work directly with senior investors to shape the next generation of da",N/A,10+ years of experience in data-intensive technol,Singapore,Durlston Partners,https://durlstonpartners.com/jobs/head-of-artificial-intelligence/,Onsite
Chief Legal Officer,"Chief Legal Officer (CLO) – Europe Relocation (or 50% travel commitment) – Global Crypto HFT Requirement: Strong mix of business & legal acumen Package: £250k – £300k base + performance-based bonus (cash & equity) Additional: Opportunity to purchase equity or invest directly in the fund Location: Europe (relocation or 50% travel required), location confidential until initial call Are you ready to shape the legal and regulatory strategy for one of the world’s most ambitious high-frequency crypto trading firms? This Global Crypto HFT is already one of the largest by trading volume and are now looking for a Chief Legal Officer (CLO) to join their senior leadership team. You’ll be the firm’s legal compass, navigating complex global regulations, scaling processes to match hypergrowth, and working shoulder-to-shoulder with engineers, quants, and traders who thrive on pushing boundaries. The Opportunity Lead the legal and regulatory agenda for a global HFT with multi-jurisdictional operations. Partner directly with founders and C-suite to shape strategy as the firm expands its international footprint. Drive engagement with regulators and advise on financial markets, derivatives, and securities law. Build and lead a world-class legal function to match the pace of a rapidly scaling trading firm. About You 10+ years’ PQE, ideally qualified in a common law jurisdiction. Prior experience as CLO or General Counsel within trading, financial services, or digital assets. Deep understanding of capital markets, international structuring, and regulated activities. Resourceful, decisive, and unafraid to make calls with imperfect information. A natural communicator who values integrity, directness, and transparency. Why This Firm? No politics, no fluff, a culture built on trust and radical transparency. A chance to own part of what you help build – with equity participation and investment options. Join a close-knit team of engineers, traders, and quants driven to become the world’s best crypto trading firm. If you’re excited by complex challenges, regulatory grey zones, and the idea of building something enduring in crypto, this is where you belong.",N/A,"10+ years’ PQE, ideally qualified in a common law","Europe, Remote",Durlston Partners,https://durlstonpartners.com/jobs/chief-legal-officer/,Remote
Software Engineering Manager,"Software Engineering Manager (AI Agent Team) – London – Conversational AI Platform Package: Up to £280k base + equity A leading conversational AI platform, enabling companies to build, optimise, and scale advanced AI agents, are looking to hire a an Engineering Manager to help build them build a new project from the ground up. This is a rare opportunity to join a hyper-growth AI company backed by top-tier investors, shaping the future of enterprise-grade AI agents used across finance, healthcare, hospitality and more. What you’ll do Lead and mentor a high-performing engineering team responsible for deploying cutting-edge conversational AI agents used by millions. Work hands-on across Python, TypeScript and asynchronous systems to design, build and iterate on AI agents that solve complex customer problems. Collaborate closely with product, design, research and enterprise customers to translate real-world pain points into robust AI solutions. Help drive engineering strategy, influence platform evolution, and contribute to a world-class agent development environment. What you bring 2+ years of engineering management experience and 7+ years of commercial software engineering experience. Strong hands-on ability in Python, TypeScript and asynchronous programming. Comfort working across deep technology stacks and diagnosing complex system issues. Bonus: experience with multi-modal AI models. Why this role is exciting Build and shape a new engineering hub. Ship impactful AI agents end-to-end with full ownership and autonomy. Work in-office with top engineers solving technically challenging, industry-defining problems. Excellent compensation, equity and in-office perks. If you’re passionate about pushing the boundaries of AI systems and want to help define the next generation of intelligent agents, this role is worth a conversation.",N/A,2+ years of engineering management experience an,London,Durlston Partners,https://durlstonpartners.com/jobs/software-engineering-manager/,Onsite
Quantitative Trader (India or China Markets),"Quantitative Trader – Fully Remote – Diverse Asset Classes (India OR China) Package: Up to $250k base + bonus/PnL share Systematic (can consider semi-systematic), Intraday (mins to hours), and non-latency sensitive. Markets/Instruments: Indian options Chinese spreads/futures What You’ll Do: Develop and execute algorithmic trading strategies to identify and capitalise on market inefficiencies across multiple asset classes. Monitor and optimise trading performance in real time, adjusting algorithm configurations across Delta 1 and Options strategies. Manage and report risk, PnL, and performance metrics with precision. Collaborate with cross-functional teams to ensure smooth execution and operational excellence. Build and maintain relationships with brokers, counterparties, and other market participants. Provide insights on market conditions and trading performance to senior stakeholders. Who You Are: 5+ years of proven trading experience in one of the earlier mentioned markets. Experienced in running systematic trading strategies with holding periods from minutes to a few hours. Strong knowledge of Delta1 products and derivatives. Proficient in Python or C++. Well-connected within your market and respected by peers, with references available. Deep understanding of market structure, regulations, and emerging trading opportunities. Why You’ll Love This Role: Fully remote – work from anywhere in the world. Competitive compensation: Up to $250k base + discretionary bonus or PnL share. Be part of a technology-first trading team that values innovation and collaboration. Exposure to a wide range of markets and strategies with a global perspective.",N/A,5+ years of proven trading experience in one of,"Europe, Hong Kong, India, Japan, Middle East, Remote, Singapore, USA",Durlston Partners,https://durlstonpartners.com/jobs/quantitative-trader-india-or-china-markets/,Remote
Frontend Developer – AI,"£110k-135k+ Equity. 𝐅𝐫𝐨𝐧𝐭𝐞𝐧𝐝 𝐃𝐞𝐯𝐞𝐥𝐨𝐩𝐞𝐫 – 𝐀𝐈 𝐒𝐭𝐚𝐫𝐭-𝐮𝐩 – 𝐋𝐨𝐧𝐝𝐨𝐧 – 𝐔𝐩 𝐭𝐨 £𝟏𝟑𝟎𝐤 + 𝐄𝐪𝐮𝐢𝐭𝐲 *Disclaimer* – We have a number of Frontend roles for various AI firms/ trading firms, so if you this role isn’t quite suitable, but you are interested in exploring the market, please apply and I will come back to you with hopefully something better suited. We have partnered with a well backed AI firm that is building a specialised platform to help solve some of the most complex context-dependant problems within the financial trading industry, specifically handling large amount of edge cases, simplifying the way businesses build applications. The firm s looking to hire a Frontend developer to own the architecture, and user experience for end to end applications, as well as assistant interfaces. Translating complex financial operations into intuitive interfaces working closely with end users to improve workflows. Requirements: ~5 years frontend development experience with modern frameworks (React, Vue.js, or similar) and strong TypeScript proficiency Proven track record building complex, data-intensive dashboards and interactive visualizations for business users Strong UX/UI sensibilities with ability to design intuitive interfaces for sophisticated financial workflows Experience with state management, data fetching patterns, and real-time updates Backend competency to integrate RESTful APIs, understand data models, and contribute to business logic when needed Familiarity with financial services workflows or willingness to develop deep domain expertise quickly Comfort working directly with clients, gathering requirements, and iterating rapidly based on user feedback Interest in forward-deployed engineering model where you’ll be embedded with clients to ensure product-market fit The process is 3 stages, with high level technical conversations and indepth questions regarding your previous experience/projects. They will be looking for someone who can understand the full extent of where their role fits within the wider team/business and has a good understanding of where",N/A,5 years frontend development experience with mo,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/frontend-developer-ai/,Onsite
Enterprise Account Executive – AI Tech,"£100,000 + bonus + equity. Enterprise Account Executive – AI Tech – £120k + huge bonus/equity – London Durlston Partners is working with an exciting AI Tech firm that is hiring a Enterprise Account Executive to lead onboarding and rollout of their AI platform for FTSE 100 clients. You’ll ensure smooth implementation, early adoption, and clear value delivery. Responsibilities Lead end-to-end client onboarding. Run discovery and define deployment plans. Build relationships with senior enterprise stakeholders. Translate business needs into clear internal requirements. Deliver training and enablement sessions. Identify risks and resolve deployment blockers. Relay client insights to product and GTM teams. Experience Direct experience onboarding or deploying solutions into FTSE 100 or similar enterprises. Background in GTM, Sales, Customer Success, or Implementation. Strong project and stakeholder management. Comfortable navigating technical and commercial discussions. Experience in high-growth tech environments. Attributes Clear communicator and strong relationship builder. Structured, proactive, and organised. Commercially aware with strong problem-solving skills. How to Apply: Please apply to the advert to register your interest. Alternatively, please feel free to reach out to me for a confidential discussion: david@durlstonpartners.com",N/A,N/A,London,Durlston Partners,https://durlstonpartners.com/jobs/enterprise-account-executive-ai-tech/,Onsite
Front Office Python Risk Developer – Hedge Fund,"£250-300k. Front Office – Python Risk Developer – Macro Hedge Fund – London – Up to £300k+ TC One of London’s most sought-after hedge funds, founded by a top-performing Portfolio Manager from a leading multi-manager platform, is expanding its Front Office Technology team. They are seeking an engineer to develop advanced technical risk solutions and applications supporting both the Portfolio Managers and the Risk Management function. You would take ownership of the end-to-end development of trading, risk, and analytical tools tailored to PMs’ needs, as well as contribute to the build-out of their highly distributed cross-asset Risk Management platform. Requirements 5+ years experience within a Hedge Fund, Investment Bank or Trading firm’s technology function. Strong proficiency with Python, including the most recent releases/tooling and supporting libraries Demonstrated experience architecting and building risk tooling and risk management systems. Strong Communication skills, combined with strong fundamental software engineering principals. Why would this interest you? Very high impact role in a scaling Macro Fund with an excellent track record. Hybrid working structure: 3 days in, 2 remote Very competitive compensation with 10% Pension The team is very collaborative and supportive with many of them working for the very best Hedge Funds and Trading firms",N/A,"5+ years experience within a Hedge Fund, Investm","London, UK",Durlston Partners,https://durlstonpartners.com/jobs/front-office-python-risk-developer-hedge-fund/,Hybrid
Quantitative Developer,"£150,000. Quantitative Developer Systematic Hedge Fund Up to £150k base + excellent bonus + potential sign-on A successful Systematic Hedge Fund with excellent returns based in Central London is looking for a Python Quant Developer to join their Quantitative Development Team which helps researchers and portfolio managers implementing and optimising their signals and trading algorithms. Our client has a flat structured, transparent and collaborative environment. You will have plenty of opportunity to grow and have an important impact on the business and PnL. Responsibilities: Implement and optimise signals and trading algorithms for various PM Teams Build tools for signal generation Work with traders and quants to roll-out, support and run strategies Build and support new quantitative trading framework Design clean architecture and leverage state of the art tools and components Bring new ideas and experimenting with new technologies Requirements: Strong programming skills with Python (including performance optimization) Knowledge of data structures and algorithms Experience working in a front office environment with researchers and traders Excellent communication skills Strong education background in STEM We will respond to all successful candidates shortlisted for this opportunity within 2 days and would advise all candidates to follow our LinkedIn company page for all the latest opportunities.",N/A,N/A,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/quantitative-developer-hedge-fund-london/,Onsite
Java Software Engineer,"£100,000 - £130,000. Java Developer Join a high-impact Core Technology team at a leading systematic hedge fund, building the systems that underpin trading, treasury, and risk management operations. About the Company This firm is a major player in the space, a multi-strategy hedge fund with a strong focus on systematic and quantitative trading. Founded by industry veterans, it combines deep financial expertise with advanced software engineering to manage institutional capital globally. What You’ll Do Design and build high-impact internal systems using Java and Python (Java-led stack) Own projects end-to-end: from architecture to deployment Collaborate with analysts to solve real-world business problems Support and mentor junior team members on coding and data skills Deliver clean, maintainable, and scalable solutions Who They’re Looking For Strong experience with Java (essential) and Python Experience working in treasury, operations, fund management An interest in and working knowledge of AI-assisted development tools Excellent problem-solving skills and clean coding habits Prior experience in finance, or high-performance environments Apply now! If you don’t hear back within three working days, unfortunately, your application has not been successful.",N/A,N/A,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/java-developer-systematic-hedge-fund-london/,Onsite
Senior Data Engineer,"£100,000 - £150,000. Senior Data Engineer | Remote (UK or Europe) A leading prop trading firm is hiring a Senior Data Engineer to take ownership of their trading and market data infrastructure. Operating globally with connectivity to dozens of exchanges, the firm executes millions of trades daily with data playing a mission-critical role in every aspect of the business. This is a high-impact, high-autonomy role in a lean engineering environment. You’ll design and maintain real-time and historical data systems, power internal analytics tooling, and ensure data quality, reliability, and observability across production systems. Ideal for someone who thrives in fast-paced, trading-led environments where precision and performance are non-negotiable. Key Responsibilities Build and maintain low-latency distributed data pipelines Develop and run real-time time-series data collectors Automate monitoring and data quality checks Create tools and APIs for data access Collaborate with traders and developers on data needs Ensure 24/7 pipeline reliability What We’re Looking For Strong Python and SQL Experience with trading/market data in production Proven work on real-time, high-volume pipelines Familiar with distributed SQL/NoSQL Bonus Skills Clickhouse and S3/data lakes C++ on Linux Terraform or similar IaC Network protocols and exchange data What’s on Offer Fully remote role (UK or Europe only) Flat structure, strong engineering culture Competitive base + performance-linked bonus Flexible working hours Biannual off-sites to meet the global team in person",N/A,N/A,"Europe, London, New York, Remote, UK, USA",Durlston Partners,https://durlstonpartners.com/jobs/senior-data-engineer-prop-trading-remote-uk-europe/,Remote
Senior Software Engineer – AI,"£150k-£200k Base + Equity. Senior Software Engineer – AI Start-up – London – In-Office – Up to £200k Base + Equity We’re supporting a category-leading AI organisation building next-generation conversational agents used by major global brands. Their platform powers intelligent, human-like interactions across chat, email and voice, resolving millions of customer queries in real time and at enterprise scale. You would join a high-impact engineering team responsible for deploying production-grade AI agents that sit at the core of the product. These agents handle complex, multi-step customer journeys, work alongside human support teams, and directly influence customer experience, retention and revenue. This environment suits engineers who enjoy working end-to-end across the stack, quickly iterating with customers, and tackling deep technical challenges in reasoning, evaluation, orchestration and large-scale system reliability. Responsibilities Design and build AI agents that outperform human agents on complex customer interactions. Own features from inception to production, including modelling, evaluation, and integration with customer systems. Work directly with business leaders across sectors such as finance, healthcare, transport and hospitality. Experiment with the latest text and voice models and build scalable, production-ready pipelines. Identify patterns across customers and feed those insights into platform improvements. Qualifications 2+ years’ experience in software engineering. Strong competence with Python and TypeScript, including asynchronous programming. Ability to debug across deep technical stacks: distributed systems, latency, failure modes, data flows. A strong academic background (top university or equivalent). Curiosity, ownership, and a bias for rapid, high-quality execution in an in-office environment.",N/A,2+ years’ experience in software engineering,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/senior-software-engineer-ai/,Onsite
Frontend Developer,"£150,000 - £200,000. Hedge Fund – London – Up to £200k A leading Hedge Fund is looking for an experienced Frontend Engineers to join their Front Office technology team in London. This is a high-impact role, working directly with Portfolio Managers, Quants, and Traders to design and deliver cutting-edge front-end systems that power real-time investment decisions. You’ll be building intuitive, high-performance UIs in React / TypeScript, with a strong focus on data-rich visualisations that bring complex trading strategies and risk models to life. This role offers true ownership of front-end design and delivery, with the opportunity to influence both technology and business decisions at the core of the fund’s operations. What you’ll do: Work closely with Portfolio Managers and Quants to translate trading needs into elegant, performant UIs. Design, build, and maintain React / TypeScript applications with real-time data visualisation. Own front-end architecture, ensuring scalability and high performance in latency-sensitive environments. Collaborate across front office technology, shaping the tools that reduce friction and provide instant insights into strategy, risk, and performance. What we’re looking for: 5+ years’ professional UI / Frontend development experience. Expertise in React, TypeScript, JavaScript, with exposure to Python a plus. Hands-on experience with data visualisation libraries (e.g. D3.js, Highcharts, Plotly, etc.). Strong Computer Science fundamentals (Algorithms, Data Structures, System Design). Essential: prior experience in a trading, hedge fund, or front office environment. Why join? Collaborate directly with investment professionals at one of the world’s most successful hedge funds. Work on business-critical systems where your code has immediate impact. Highly competitive compensation plus bonus and benefits. Cutting-edge tech stack, complex data challenges, and full ownership of your work.",N/A,5+ years’ professional UI / Frontend development,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/frontend-engineer-react-typescript-hedge-fund-london/,Onsite
Middle Office Software Egineer,"£150,000. Python/C# Developer – London Join one of the most exciting new hedge funds in the market We’re partnered exclusively with one of the most talked-about new hedge funds in the market, a high-impact, technology-first firm making serious waves in the industry. Founded by some of the sharpest minds in trading and engineering, they’re rapidly building a reputation for innovation, speed, and results. With the energy of a start-up and the resources of a top-tier institution, they’re creating cutting-edge systems and looking for exceptional developers to be part of their journey. The role You’ll work on mission-critical systems covering valuations, Risk/PnL, and the full trading lifecycle. Python will be your main language, but you’ll also need to read and write C# confidently. You’ll design and deliver scalable, reliable architectures while balancing strategic quality with tactical speed, and knowing when to modernise vs build around legacy code. What you’ll bring 3–6 years’ software engineering experience, ideally CompSci background. Strong Python + C# experience. Exposure to either valuations, Risk/PnL, or trading lifecycle. Knowledge of REST APIs, containerisation, cloud deployment, and Pandas. Why join? Work with brilliant engineers and quants, solve complex real-world problems, and have direct impact in a hedge fund scaling at pace. To learn more or express interest confidentially, feel free to get in touch directly. Note: If you don’t hear back within 3 days, your application was unfortunately not successful.",N/A,3–6 years,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/middle-office-software-egineer/,Onsite
Senior Data Engineer,"Up to $250,000 USD. Senior Data Engineer – ML Quant Fund – UAE – up to $250,000 USD Opportunities for Data Engineers to do truly impactful work in the UAE remain scarce, with most buy-side firms keeping their core tech teams in London, New York, or Singapore. This team rewards people directly for the impact they make, with performance bonuses that genuinely reflect contribution. Although the team prefer collaborating in person, the office is conveniently located. The most sought-after neighbourhoods in Abu Dhabi are only a 10–20 minute drive away. No tube strikes, no packed commutes, and no paying for a season ticket just to stand. A cab typically costs around £8 one way. It’s also a place where people stay. Staff turnover is well below industry average, and most of the team have relocated from top buy-side firms across New York, London, Singapore, Hong Kong, and Paris. What you’ll do Acquire and ingest datasets from various sources to meet business needs. Design, build and manage robust data pipelines and infrastructure to ensure high data quality and reliability. Collaborate with cross-functional teams to understand business objectives and translate them into technical solutions. Partner closely with quantitative researchers and investment analysts to ensure data products meet research requirements. What you’ll need 6+ years’ experience in Data/Quant Engineering Python, SQL Modern data warehousing (Snowflake, Databricks, Redshift, etc.) Apache Airflow or similar Terraform Cloud experience (AWS, Azure, GCP) Familiarity with common financial datasets (Bloomberg, FactSet, S&P Global, Macrobond, Finaeon, MSCI, etc.) Why move to the UAE? Ranked among the top 5 safest cities in the world An emerging global hub for buy-side finance Top international schools with school fees covered by the client for your family Year-round sunshine; option to work from your home country in July/August Significant tax advantages For an informal discussion and to talk through your expectations, apply now: josh@durlstonpartners.com If this role isn’t right for you but you know someone who may be interested, we offer a market-leading referral scheme for anyone who refers a friend who successfully passes probation. T&Cs apply.",N/A,6+ years’ experience in Data/Quant Engineering P,"Abu Dhabi, Dubai",Durlston Partners,https://durlstonpartners.com/jobs/3034/,Onsite
ML Quantitative Researcher,"Up to $350k TC. This team in the UAE has been founded by Quant industry veterans who understand the requirements to build a Quant business from scratch have the most resources anywhere pretty much (near infinite compute and data budgets with almost instant approvals). + a complete Data overhaul that will mean that data is not just abundant but clean and easy to access. They are seeking exceptional QRs that can transform complex financial and alt data, and use AI/ML, to generate alpha across a variety of strategies/asset classes. This is led by an incredibly strong team of collaborative PMs that give the best environment to learn anywhere in the world, with additional flexibility on projects and scope to bring new ideas to the table. What You’ll Do Leverage cutting-edge machine learning techniques to uncover hidden patterns in financial data and generate novel alpha strategies Apply machine learning algorithms to diverse, large-scale datasets from diverse source (financial and alt, huge data function delivering this). Create and test complex investment ideas in collaboration with their engineering team Participate in reading circles to stay current with the latest research. Share insights from conferences on stats/ML/Data Science. What We’re Looking For Degree in a technical or quantitative discipline (statistics, mathematics, physics, electrical engineering, or computer science) All education levels welcome, from bachelor’s to doctorate Intermediate programming skills in C, C++, Java, Python, or similar languages Deep understanding of machine learning algorithms with the ability to modify and optimize them Hands-on experience applying machine learning to real-world datasets Experience developing and implementing sophisticated quantitative models to exploit market inefficiencies Published research in academic journals or conference presentations (preferred) Why move to the UAE? Ranked top 5 safest cities in the world Top international schools; school fees are covered by this client for employee’s family Year round sunshine; you can work from your home country in July/August Huge tax benefits We recognise that individuals are not just checkboxes. If you’re intrigued by this opportunity but unsure if it’s the right fit, feel free to reach out to me on LinkedIn or via email josh@durlstonpartners.com).",N/A,N/A,"Abu Dhabi, Dubai",Durlston Partners,https://durlstonpartners.com/jobs/ml-quantitative-researcher-2/,Onsite
Principal Software Engineer,"£150,000 - £260,000 base + Equity. Principal Software Engineer – Artificial Intelligence – London – up to £260k base + Equity Do you aspire to take technical ownership of a platform in an industry where acquisitions can happen within a matter of years? Defense technology is experiencing exponential growth. For instance, before 2021, investment in the sector across Europe never exceeded $100 million in a single year. However, in 2023, Europe’s defense startups raised $464 million. You’ll spend 90% of your time coding and the other 10% mentoring other developers. Together, you’ll engage in highly varied work on an enterprise-tier system that integrates robotic and autonomous systems through a unified interface. Here, critical thinking and rapid development are the guiding principles. The team begins each day with open, engaging discussions, creatively brainstorming how to tackle technical challenges. What are we looking for? A degree in Computer Science or a related field. Strong programming skills in either C++, Java, Rust or Python 5+ years of development experience in building complex, multi-user systems. The culture is founded on trust and individual maturity, free from micromanagement. We recognise that individuals are not just checkboxes. If you’re intrigued by this opportunity but unsure if it’s the right fit, feel free to reach out to me on LinkedIn or via email josh@durlstonpartners.com).",N/A,5+ years of development experience in building c,London,Durlston Partners,https://durlstonpartners.com/jobs/principal-software-engineer/,Onsite
C++ Quant Developer – Dubai,"$200,000 Base + Performance Bonus. You may not have previously been aware, but if you have skills which involve tuning trading logic for maximum performance in C++, you may have a new home in Dubai. This team will be looking at you for your expertise around high-frequency trading algorithms. Deploying trading ideas in the market is what you’re likely to be known for, especially when you know how to improve other things like resource scheduling, data caching and how compute is distributed. Other things you’ll be doing: Working within a Linux/Cloud environment with a strong focus on system and processor performance, networking, and distributed systems Balancing high-level architectural design with detailed low-level system optimization, ensuring fault tolerance, simplicity, and robustness Taking ownership of projects and contributing to the technical direction of research and trading platforms Interestingly, you’ll be deploying strategies in an almost entirely cloud-based environment in this shop, so don’t see this role merely as a repeat of what you’re doing. Look at it as somewhere where you’ll be solving new quantitative trading problems and working with engineers who can teach you about the very interesting networking problems they’re solving as well. Want to know more about a business with only 2 departures in 7 years (hint; this means they pay everyone very well)? Please apply to the link provided!",N/A,7 years (hint; this means they pay everyone ver,Dubai,Durlston Partners,https://durlstonpartners.com/jobs/c-quant-developer-dubai/,Onsite
C++ Engineer – High-Performance Trading Systems,"£150,000-£250,000. C++ Engineer – High-Performance Trading Systems Exceptional opportunity within a HFT firm! We’re partnering with an innovative company that leverages cutting-edge technology and data science to build ultra-low latency systems for fast-paced markets. They’re seeking a skilled Software Engineer to join their high-performance technology team. What You’ll Do: Build and optimise ultra-low latency execution systems and trading infrastructure Develop high-performance data pipelines processing millions of market data points Create automated tools for deploying models and managing real-time execution systems Work on microsecond-critical systems that require extreme performance optimisation Collaborate with researchers to implement algorithmic strategies in production environments Optimize system architecture for minimal latency and maximum throughput What they’re Looking For: Essential: 5+ years of professional software development experience Strong programming skills in C++, Python, or other performance-oriented languages Experience with low-latency systems, real-time data processing, or high-frequency applications Understanding of system performance optimisation and memory management Knowledge of networking protocols, market data feeds, or execution systems What Makes You Successful: Obsession with performance optimization and eliminating latency Strong analytical mindset for debugging complex timing issues Collaborative team player who thrives under pressure Detail-oriented approach to mission-critical systems Passion for building systems that operate at extreme scale and speed Why This Role: Work on some of the most performance-critical systems in the world Cutting-edge technology stack optimised for speed and reliability Opportunity to learn advanced low-latency optimisation techniques Collaborate with brilliant engineers pushing the boundaries of system performance Excellent compensation reflecting the specialised nature of the work Direct impact on system profitability through performance improvements Ready to build systems where every microsecond counts? Apply to learn more about this high-performance engineering opportunity! #LowLatency #HighFrequencyTrading #SystemsEngineering #Cpp #PerformanceOptimization #TradingSystems #RealTimeComputing #HFT #TechJobs #London #NewYork #Chicago #ExecutionSystems #MarketData #Cplusplus",N/A,5+ years of professional software development ex,"Chicago, London, New York",Durlston Partners,https://durlstonpartners.com/jobs/c-engineer-high-performance-trading-systems/,Onsite
Head of Trading – Digital Assets – US,"$200,000-250,000 Base + Bonus. Client trading in crypto is an expensive business. If it’s not the cost of market leading technology, you’re certainly going to need a strong balance sheet to be taking seriously. Thankfully, our client can boast about having both. This is a crypto trading firm which has an exceptional DNA; the world’s best technologists and traders have been reliably making money hand over fist for the past few years. What this means, is that they are now looking to offer institutional clients with access to crypto liquidity in the US. Your role in this setup, will be to build and manage client relationships, suggest/execute trades and drive revenue growth. In the words of who you’ll be working with: “I need someone who really knows how to get flow going!” Your responsibilities? Client Acquisition & Relationship Management Trade Execution & Liquidity Provision Revenue Growth & Strategy Market Expertise & Thought Leadership Collaboration with Internal Teams The expertise the team is looking for? 5+ years of experience in sales trading, execution services, or institutional coverage at a crypto trading firm Deep understanding of crypto markets (spot, futures, options, OTC) and trading dynamics. Existing network of institutional clients in crypto/traditional finance (strong rolodex required) Entrepreneurial mindset – comfortable being the first US hire and scaling the desk. If you’re keen to take the bull by the horns and run with the buildout of a new desk, being compensated with maximum upside for the risk you’ll be assuming, please apply to the link. Note: This is measured risk, given the firm has generated 9 figure profits with their on exchange trading activites.",N/A,"5+ years of experience in sales trading, executi",New York,Durlston Partners,https://durlstonpartners.com/jobs/head-of-trading-digital-assets-us/,Onsite
Cloud Infrastructure Engineer – Systematic Trading,"$150,000-200,000 Base. Scalable, reliable, secure cloud infrastructure is what sits at the heart of a systematic trading team in Abu Dhabi. The work that you’ll be doing is crucial to the success and profitability of this team. After all, if the systems are down, that’s time out of the market and time out of market means money lost. Besides how important this function is in the team, you’ll have the luxury of not being weighed down by heavy, monolithic, aging systems which aren’t fit for purpose; you’ll be building cloud infra from the ground up for maximum up-time. Typically a successful addition to this team will look like someone comfortable with: CI/CD experience Strong networking skills (managing core components, layer 0) Leveraging K8s for containerisation Cloud security practices Using Prometheus / Grafana for observability / monitoring Python coding Expect to build systems which handle huge amounts of data, in a highly-collaborative culture with some of the sharpest minds in systematic trading. Abu Dhabi is the emirate known for its peace. Couple this with year round sunshine, the ability to work remotely during the notorious UAE summer as well as being the world’s safest city; there’s not much not to like. Whilst experience working in finance before is not a prerequisite, what is important is that you’ve built infrastructure from scratch before.",N/A,N/A,Abu Dhabi,Durlston Partners,https://durlstonpartners.com/jobs/cloud-infrastructure-engineer-systematic-trading/,Remote
Options Volatility Traders – Asia-Pacific,"USD $250,000. Options Volatility Traders – Asia-Pacific Location: Open across key Asia-Pac hubs (Singapore, Hong Kong, Sydney) Experience: 3–5 years Background: Major market maker or top-tier trading desk We are partnering with a select group of hedge funds and proprietary trading firms to identify Options Volatility Traders as part of their strategic build-out across the Asia-Pacific region. These firms are looking for individuals with a quantitative mindset, strong instincts for risk, and a passion for trading liquid options markets. You’ll be expected to bring a structured and disciplined approach to deploying vol strategies—alongside the creativity and edge that drive performance in competitive markets. Ideal Candidate Profile 3 to 5 years of trading experience in equity options or index options Previously seated at a leading market maker or established options trading desk Proven P&L track record in relative value, vol surface, or dispersion strategies Strong grasp of market microstructure and vol behavior across Asia-based instruments Quantitative or technical academic background (Math, Stats, Physics, Comp Sci, Engineering) Coding skills (preferably in Python) for research, signal development, and backtesting Comfortable working in a fast-paced, high-autonomy environment What’s on Offer High-impact roles within lean, well-resourced teams Direct access to capital, infrastructure, and support for strategy scaling Strong incentive structures aligned with performance Open to relocation support for top talent If you’re currently in a strong seat but open to hearing what’s out there, or just curious about how your profile stacks up, we’d be happy to connect for a confidential conversation.",N/A,3–5 years,"Hong Kong, India, Singapore, Sydney",Durlston Partners,https://durlstonpartners.com/jobs/options-volatility-traders-asia-pacific/,Onsite
